pc1,pc2,subscribed
-1.6342840436801795,1.1545816091654009,0
-1.8920859497514135,1.2506686879781788,0
-1.438187487359577,0.6609782632576711,0
-1.6067736719058225,0.7535213490958078,0
-1.5467778157794192,1.2015847098908168,0
-1.890627768955199,1.052506636718678,0
-1.5504446459464898,1.0398703242736502,0
-1.7942868052979457,0.7963195227403551,0
-1.2525906845616699,0.24011852846473797,0
-1.3333521122576701,0.17669937196114174,0
-1.8080815355302657,0.7522891798488125,0
-1.3187058554678006,0.2234476372533795,0
-1.4388382121473398,0.3401564331259655,0
-1.6452929271652277,1.264557822635529,0
-1.5071544837563808,0.5472685574154461,0
-1.8223726450281754,1.0940978349345822,0
-1.4930191429010389,0.5923860692672942,0
-1.8231526782760152,0.9709575736635541,0
-1.48819665580995,0.9025207568861917,0
-1.7914079286805558,0.6848291654809091,0
-1.5206989603516123,0.6452677264265171,0
-1.8781185913312528,1.0839810060097461,0
-1.3637361377619635,0.8012100760057242,0
-1.3406970782765877,0.5495779611051684,0
-1.4678167186670927,0.5400950283570398,0
-1.4578108680429134,0.7164013031191457,0
-1.389819910934687,1.0023342856184474,0
-1.8816039033861667,0.9317486003450338,0
-1.7384954176984364,0.9960739471469611,0
-1.7446396041105972,1.2276384729688983,0
-1.467899644361642,0.8098610901763368,0
-1.364870182798451,1.0819694119593606,0
-1.4925504582961793,0.8078397818259684,0
-1.8685126804020495,1.101617636979048,0
-1.743325872371209,1.2777124098621575,0
-1.836058740667176,1.2558171373990472,0
-1.5099945268487824,0.7653590133851284,0
-1.3544174527218427,1.3891667830241332,0
-1.3738836455779784,0.6707522895147753,0
-1.5349348928562485,1.087762638906577,0
-1.203635365805503,0.587712445481636,0
-1.440557182362711,0.5131188823938813,0
-1.4144051306137013,0.4364868829504528,0
-1.5156423694488688,1.032590189969222,0
-1.7386418844881453,0.7253805258629508,0
-1.727210583876867,0.7150691956537798,0
-1.3927877488689469,1.0182434190936984,0
-1.5755190215029171,0.7872772603818644,0
-1.3831681571241785,0.4953159980052132,0
-1.5283463672204236,0.7480511658663968,0
-1.584546402613401,0.9870965309460725,0
-1.6031767580942111,0.8597905244064291,0
-1.586246583659605,1.1274716234864273,0
-1.43683567523292,0.7293969710461011,0
-1.9998151723441326,1.2162316760882714,0
-1.7505608583083712,1.077257408997148,0
-1.821283292339496,1.0479429153549347,0
-1.7300668516619473,1.0697244728517858,0
-1.7427068584519474,1.125109809606492,0
-1.2497823059204762,0.1845954386411079,0
-1.8025279671790169,1.0083630446176004,0
-1.454141434375331,1.016494336468344,0
-1.8436685104618509,0.789248511615149,0
-1.9149206216541983,0.968301379973925,0
-1.558151951398226,0.9255411880264168,0
-1.485301340780734,0.6244025264120316,0
-1.4037304050194617,0.48000401951093735,0
-1.3649911601536429,0.41594593884357206,0
-1.5552629769607818,0.9256824946110266,0
-1.7637109363424877,0.6735804052414848,0
-1.5899009997904459,0.846711640144581,0
-1.4994602249711588,0.8851616702589433,0
-1.7444734053729185,0.7796682260889523,0
-1.7846908418447425,1.2533413794938748,0
-1.7252053077351828,0.59816564085547,0
-1.8444514253701283,1.3785278793413986,1
-1.4720139154272862,1.13804861620315,0
-1.7829864926371695,0.7234184249259001,0
-1.7128681107417432,1.0011972782658183,0
-1.906421685864857,0.9066412486380985,0
-1.8759779762188316,0.9693119962667239,0
-1.9184764703162984,1.0707155996189928,0
-1.919132833338178,0.7905298867392665,0
-1.6667859540051948,1.0837511451868063,1
-1.3687641304113325,0.5462322946437562,0
-1.6409324782166088,0.7755067043895717,0
-1.5957254779953192,0.9423285756617304,0
-1.4000343408148188,0.5577082666622852,0
-1.4550060898562613,1.401681756007429,1
-1.495484289107591,0.49309178562498984,0
-1.4319095738296082,0.45394964452638953,0
-1.7101177770779457,1.0848884084978814,0
-1.8590777191642065,1.1806977310743503,0
-1.5042893082981466,0.8593325566541115,0
-1.5661917106645649,0.9544362130865597,0
-1.407532977216302,0.7756499395332065,0
-1.4624944522684904,0.833734968413583,0
-1.9336772727223488,1.255333043431559,0
-1.3774685539544773,0.5639112818590918,0
-1.6005845536695804,0.8742359532483023,0
-1.3773747122201154,0.9130379839652536,0
-1.7154339977868536,0.9463608004038653,0
-1.4512665557408717,1.0836652928818167,0
-1.6129136152626709,1.1088824621604345,0
-1.6135096838529566,1.1069799164799348,0
